source	time	person	location	organization	miscellaneous
emptywheel	2012-05-31T00:00:00	jim freisQ|freisQ|insider trading	fincen	consumer loan fraudQ|suspicious activityQ|terrorist financingQ|futures fraudQ|bribery / gratuityQ|mortgage loan fraud sarsQ|computer intrusionQ|mortgage loan fraudQ|treasuryQ|american banker	sars
emptywheel	2012-05-31T00:00:00	langfordQ|fincenQ|jim freisQ|william langfordQ|freis	khartoumQ|islamic republicQ|iran shipping	jpmcQ|jp morganQ|suspicious activities reportsQ|fail whaleQ|mf globalQ|vpQ|treasury	iranianQ|fincen's
emptywheel	2012-05-31T00:00:00	baitullah mehsudQ|john brennanQ|nasser salimQ|abdulrahman al-awlakiQ|fahd al-quso	jaarQ|afghanistanQ|yemenQ|kill listQ|iraq	america's kill listsQ|kill list'Q|nytQ|do not kill	yemeni
emptywheel	2012-05-31T00:00:00	baitullah mehsudQ|benazir bhuttoQ|joby warrickQ|panettaQ|leon panettaQ|mehsudQ|warrick	pakistanQ|fort meadeQ|afghanistanQ|khostQ|south waziristanQ|marylandQ|yemen	talibanQ|national security agency'sQ|pakistani talibanQ|ciaQ|us mehsudQ|humam khalil al-balawiQ|nytQ|the triple agent	pakistanisQ|paksitanisQ|pakistaniQ|paksitan
emptywheel	2012-05-30T00:00:00	jeh johnsonQ|mr. obamaQ|don'Q|john brennanQ|brennanQ|david axelrodQ|abdulrahman al-awlakiQ|czar john brennanQ|abdulrahmanQ|anwar al-awlaki	pakistanQ|somaliaQ|yemen	pentagonQ|tadsQ|daily beastQ|state departmentQ|c.i.a.Q|apQ|al qaedaQ|ciaQ|dodQ|drone shop considerQ|nytQ|national counterterrorism center	qaedaQ|catholicQ|pentagon-runQ|administration
emptywheel	2012-05-30T00:00:00	baraQ|mangal baghQ|shakeel afridiQ|hazrat sepahQ|david ignatiusQ|afridiQ|wahid shaloberkhelQ|amirQ|shakil afridiQ|noor malikdinkhel	pakistanQ|tehsil headquarters hospital dograQ|khyber	liQ|osamaQ|washington postQ|reutersQ|ciaQ|lashkar-e-islamQ|jitQ|ξ lashkar-e-islam	qaedaQ|pakistaniQ|afghanQ|western
emptywheel	2012-05-29T00:00:00	 hehsamQ|heshamQ|abu zubaydahQ|jason leopoldQ|khanQ|samir khanQ|mohammed osman mohamudQ|mohamudQ|grayQ|samir kahnQ|mohamed osman mohamudQ|osman barre	portlandQ|alaska	amro alaliQ|fbi	saudisQ|somalisQ|christmasQ|masjed as-saberQ|somaliQ|iraqis
emptywheel	2012-05-29T00:00:00	dick cheneyQ|john rizzoQ|scott shane anglerQ|eric holderQ|michael haydenQ|jo beckerQ|barton gellmanQ|dennis blairQ|bill daleyQ|tom donilonQ|jeh johnsonQ|john bellingerQ|jim jonesQ|anglerQ|john brennanQ|michael leiterQ|cameron munterQ|beckerQ|johnsonQ|brennanQ|harold koh	pakistanQ|yemen	al qaedaQ|anwar al-awlaki	storyQ|qaedaQ|irish
emptywheel	2012-05-28T00:00:00	shakeel afridiQ|marcyQ|bill roggioQ|john brennanQ|afridiQ|dana rohrabacherQ|brennanQ|roggio	pakistanQ|islamabadQ|afghanistanQ|chicago	long war journalQ|glocQ|ground lines of communicationQ|international security assistance forceQ|nato	pakistaniQ|afghan
emptywheel	2012-05-28T00:00:00	husseinQ|joby warrickQ|atris hussein	bangkokQ|iranQ|azerbaijanQ|persian gulfQ|turkeyQ|israelQ|caucasusQ|saudi arabia	deaQ|scary iran plotQ|ndaaQ|manssor arbabsiarQ|hezbollah	israelisQ|iraniansQ|azerisQ|israeli-iranianQ|israeliQ|iranianQ|arbabsiarQ|lebanese-swedish
emptywheel	2012-05-27T00:00:00	frank zappaQ|jeremyQ|hayesQ|chris hayesQ|memorial dayQ|jeremy scahillQ|scahillQ|knoxQ|olivier knoxQ|olivier	mediateQ|afghanistanQ|beltwayQ|monacoQ|yemenQ|vietnamQ|iraqQ|normandyQ|normandy beaches	wwQ|yahoo newsQ|doug mataconis of outsideQ|ww ii	grand prixQ|dougQ|french
emptywheel	2012-05-27T00:00:00	shakeel afridiQ|jake tapperQ|panettaQ|tapperQ|afridiQ|leon panettaQ|jonathan pollard	pakistanQ|hollywood	this week	osamaQ|pakistanisQ|administration
emptywheel	2012-05-26T00:00:00	mohammed basardahQ|omarQ|abu zubaydahQ|omer mahmoud farajQ|abdurahman khadrQ|maasoum abdah mouhammadQ|farajQ|steven aftergoodQ|abu musab al-zarqawi	kabulQ|afghanistanQ|tora boraQ|hamahQ|gitmoQ|damascusQ|syriaQ|bulgaria	syrian military intelligenceQ|ciaQ|smiQ|syQ|administrative review boardQ|human rights watch	islamistQ|islamicQ|syrians
emptywheel	2012-05-26T00:00:00	judge lindQ|denise lindQ|birgitta jonsdottirQ|chris hedgesQ|manningQ|bradley manningQ|judgeQ|joe morrowQ|judge katherine forrestQ|jonsdottirQ|morrowQ|geneva convention	fort meadeQ|ben wittesQ|hedgesQ|marylandQ|war	enemyQ|first amendmentQ|aidingQ|ucmjQ|initial memQ|wikileaksQ|diogQ|dojQ|protection of civilian persons	qaeda
emptywheel	2012-05-25T00:00:00	jahnQ|george jahn	iranQ|parchinQ|moscow	washington postQ|postQ|apQ|international atomic energy agencyQ|u.n.	iranian
emptywheel	2012-05-24T00:00:00	big blueQ|bobby ewingQ|jim whiteQ|sue ellenQ|bing crosbyQ|devilsQ|john rossQ|escobedoQ|j.r. ewingQ|pamelaQ|christopher	albertaQ|dallasQ|alabamaQ|farrington stadium	lady devilsQ|lady sun devilsQ|real dallasQ|who shot jrQ|louisiana lafayetteQ|crimson tideQ|arizona state university lady sun devilsQ|new dallasQ|michigan wolverweeniesQ|asu baybeeeeQ|defending ncaa champion asu sun devilsQ|dallas escobedo	emptywheelQ|boulderQ|college softball world series
emptywheel	2012-05-23T00:00:00	patQ|dick cheneyQ|libbyQ|eric holderQ|valerie plameQ|john kiriakouQ| libbyQ|patrick fitzgerald	i. lewisQ|illinoisQ|virginiaQ|vice presidentQ|new york city	northern districtQ|ciaQ|central intelligence agencyQ|u.s. attorney's officeQ|northern district of illinoisQ|per cbsQ|nato	eastern district
emptywheel	2012-05-23T00:00:00	osamaQ|shakeel afridiQ|dick cheneyQ|davisQ|panettaQ|carl levinQ|afridiQ|ray davisQ|leon panettaQ|shakil afridiQ|jimQ|faiQ|john mccainQ|valerie plameQ|syed ghulam nabi faiQ|pelleyQ|osama bin ladenQ|shikal afridi	pakistanQ|abbottabad	us'Q|ciaQ|united nations security council	pakistanisQ|minutesQ|pakistaniQ|administrationQ|u.s. afridi
emptywheel	2012-05-23T00:00:00	davisQ|raymond davisQ|john brennanQ|asif ali zardari	pakistanQ|islamabadQ|afghanistanQ|north waziristanQ|south waziristanQ|federally administered tribal areasQ|chicagoQ|orakzai agency	isiQ|wikimedia commonsQ|fataQ|nato	pakistani
emptywheel	2012-05-23T00:00:00	vaughn walkerQ|marcyQ|vladeckQ|clapperQ|steve vladeckQ|steveQ|alex bickelQ|think joshuaQ|wendell belewQ|passive virtuesQ|bickelQ|asim ghafoor	pasadenaQ|hedgesQ|california	hedges v. obamaQ|fisa amendments actQ|fisa court of reviewQ|bush / cheneyQ|amnesty internationalQ|lawfareQ|ccrQ|amnesty intQ|clapper v. amnestyQ|circuit pasadenaQ|scotusQ|supreme courtQ|center for constitutional rights v. obamaQ|chief justiceQ|fourth amendmentQ|article iiiQ|motion for reconsiderationQ|faaQ|democratic federal appellate courts	supremeQ|circuit
emptywheel	2012-05-22T00:00:00	 intelligenceQ|droneQ|greg millerQ|john brennanQ|robert muellerQ|brennanQ|fahd al-quso	pentagonQ|yemen	state departmentQ|apQ|the pentagonQ|wsjQ|dod	undiebomberQ|saudisQ|saudi
emptywheel	2012-05-22T00:00:00	amanoQ|yukiya amano	tehranQ|viennaQ|iranQ|baghdad	parchinQ|new york timesQ|iaea directorQ|iaea	iranian
emptywheel	2012-05-22T00:00:00	mayor lucio baquedanoQ|baquedano	ms. lezamaQ|lezamaQ|turkeyQ|caribbeanQ|hondurasQ|brus lagunaQ|patuca river	deaQ|pkkQ|mayor	honduranQ|honduransQ|kurds
emptywheel	2012-05-21T00:00:00	greg millerQ|john brennanQ|brennanQ|administration	yemen	state departmentQ|jsocQ|obama administrationQ|ciaQ| gloves come off' memorandum of notificationQ|the pentagonQ|wsj	undiebombQ|saudisQ|saudi
emptywheel	2012-05-21T00:00:00	john rizzoQ|judge alvin hellersteinQ|vaughn index	middle east	executive orderQ|gloves come off' memorandumQ|exemptionQ|obama administrationQ|government'sQ|monQ|cia'sQ|foia exemptionQ|swift	executiveQ|olcQ|ciaQ|circuit
emptywheel	2012-05-21T00:00:00	tom priceQ|priceQ|peter kingQ|panettaQ|john brennanQ|david ignatiusQ|robert muellerQ|leon panettaQ|brennanQ|ray kelly	arabian peninsulaQ|iranQ|azerbaijanQ|israelQ|middle east	al qaedaQ|department of defenseQ|national securityQ|new york timesQ|department of homeland securityQ|aqapQ|intelligence communityQ|gopQ|aipacQ|the washington postQ|federal bureau of investigation	israeliQ|saudi-managedQ|iranianQ|administration
emptywheel	2012-05-21T00:00:00	bright starQ|arkinQ|william arkinQ|sunni islamist	bahrainQ|romaniaQ|bruneiQ|spainQ|united kingdomQ|pakistanQ|kingdomQ|franceQ|syriaQ|italyQ|united arab emiratesQ|iranQ|jordanQ|qatarQ|lebanonQ|iraqQ|egyptQ|libyaQ|ukraineQ|australiaQ|turkeyQ|kuwaitQ|saudi arabiaQ|middle east	central commandQ|opecQ|centcomQ|eager lionQ|u.s. central command	jordanianQ|shiaQ|sunni
emptywheel	2012-05-21T00:00:00	salehiQ|ali akbar salehiQ|amanoQ|abbassi davaniQ|saeed jaliliQ|rafael mariano grossiQ|ali asqar soltaniyehQ|herman nackaertsQ|yukiya amano	tehranQ|iranQ|baghdad	aeoiQ|fars newsQ|mehr newsQ|reutersQ|snscQ|atomic energy organization of iranQ|supreme national security councilQ|iaea	iranian
emptywheel	2012-05-19T00:00:00	hillary clintonQ|chenQ|jessica lynchQ|chen guangcheng	newarkQ|beijingQ|china	state departmentQ|united airlinesQ|washington postQ|obama administrationQ|stateQ|the washington post	chinese
emptywheel	2012-05-18T00:00:00	shaneQ|qasimQ|glenn greenwaldQ|scott shaneQ|muhammad danish qasim	seattleQ|bij	isiQ|nyt'sQ|best international filmQ|al qaedaQ|bureau of independent journalism'sQ|nieman watchdogQ|audience awardQ| basedQ|the administration	qaedaQ|pakistaniQ|national film festival for talented youthQ|administration
emptywheel	2012-05-18T00:00:00	shakeel afridiQ|sherry rehmanQ|rohrabacherQ|dana rohrabacherQ|osama bin laden	isiQ|pakistanQ|afghanistanQ|guantanamoQ|indiaQ|balochistan	talibanQ|haqqani networkQ|department of defenseQ|ndaaQ|r-caQ|us congressQ|pakistan terrorism accountability act	haqqaniQ|islamicQ|pakistaniQ|soviets
emptywheel	2012-05-18T00:00:00	karzaiQ|naimQ|robert balesQ| naimQ|hamid karzaiQ|sher mohammad karimiQ|rafiullahQ|mcclatchy	najibanQ|kandaharQ|afghanistanQ|panjwaiQ|alkozai	national directorate of securityQ|agonist	afghan
emptywheel	2012-05-17T00:00:00	mohammed al-adahiQ|uthman'Q|david tatelQ|osama bin ladenQ|seton hall	pentagonQ|jalalabadQ|pakistanQ|kabulQ|ankaraQ|afghanistanQ|tora boraQ|almerfediQ|miamiQ|iraq	fusion cellQ|u.s. predatorQ|latif'sQ|latifQ|talibanQ|n.Q|dc circuitQ|pkkQ|report's	qaedaQ|kurdishQ|pakistaniQ|turkish
emptywheel	2012-05-17T00:00:00	david albrightQ|jahnQ|dan shapiroQ|bloombergQ|asghar soltaniehQ|herman nackaertsQ|george jahnQ|both bloomberg	iranQ|viennaQ|persian gulfQ|baghdadQ|israelQ|chinaQ|iaea	mehr news agencyQ|mehr newsQ|army radioQ|apQ|iaea ambassadorQ|international atomic energy agencyQ|new york timesQ|us ambassador	austrianQ|iranianQ|western
emptywheel	2012-05-16T00:00:00	hillary clintonQ|daveed gartenstein-rossQ|abdullah salehQ|deyoungQ|karen deyoung	somaliaQ|afghanistanQ|yemen	imoQ|eo	saudisQ|somliaQ|yemeni
emptywheel	2012-05-16T00:00:00	jeremy scahillQ|abdullah salehQ|deyoungQ|salehQ|karen deyoung	somaliaQ|yemenQ|cote	executive orderQ|obama administrationQ|treasuryQ|administrationQ|tarek mehanna	saudisQ|saudiQ|yemeni
emptywheel	2012-05-16T00:00:00	binyam mohamedQ|ken clarke	arabian peninsulaQ|uk	ciaQ|nbc news	middle easternQ|saudisQ|queenQ|britishQ|westernQ|saudi-handled
emptywheel	2012-05-15T00:00:00	steve largentQ|james largentQ|ensignQ|john ensignQ|coburnQ|kramerQ|tom coburnQ|largentQ|kramer james largent	tulsaQ|oklahoma republicanQ|delaware	district staff assistantQ|roll callQ|kramer largentQ|the familyQ|family's'	hillQ|christianQ|internet
emptywheel	2012-05-15T00:00:00	robert muellerQ|david axe	arabian peninsulaQ|jaarQ|sanaaQ|yemenQ|china	underwear bombQ|xinhuaQ|yemeni air forceQ|interior ministryQ|cnnQ|bureau of investigative journalism	yemenisQ|undiebombQ|qaedaQ|qaidaQ|saudiQ|westernQ|yemeniQ|aviationist
emptywheel	2012-05-15T00:00:00	a.q. khanQ|david albrightQ|jahnQ|both marcyQ|fitzpatrickQ|mark fitzpatrickQ|george jahnQ|albright	iranQ|moonQ|parchinQ|alabama	international institute for strategic studiesQ|wikimedia commonsQ|institute for science and international securityQ|non-proliferation and disarmament programQ|apQ|international securityQ|institute for scienceQ|iaea	rutherford
emptywheel	2012-05-14T00:00:00	saddam husseinQ|dana rohrabacher	tehranQ|iranQ|calif.Q|r.Q|israelQ|iraq	state departmentQ|mossadQ|mujahedin-e khalqQ|us special forcesQ|foreign terrorism organization	israeliQ|islamicQ|iranianQ|mekQ|nv
emptywheel	2012-05-14T00:00:00	karimiQ|sher mohammad karimiQ|motasimQ|bob mccartyQ|agha jan motasim	helmandQ|kunarQ|faryabQ|kabulQ|trustQ|afghanistanQ|chicago	armyQ|washington postQ|talibanQ|cultural incompatibility'Q|reutersQ|wire threatsQ|high peace councilQ|nato	afghansQ|britishQ|islamicQ|afghan
emptywheel	2012-05-13T00:00:00	jim whiteQ|digbyQ|dick cheneyQ|powellQ|colin powellQ|tiny revolution	iranQ|alabama	bush administrationQ|mossadQ|unQ|mobile bioweapons labsQ|laptop of death	iraniansQ|iranian
emptywheel	2012-05-13T00:00:00	josh roginQ|hillary clintonQ|bidenQ|leon panettaQ|tom malinowski	iranQ|riyadhQ|bahrainQ|yemen	gccQ|crown princeQ|state departmentQ|obama administrationQ|strategic cooperation forum'Q|crown prince salman bin hamad al khalifaQ|continueQ|and state departmentsQ|vice president bidenQ|vice presidentQ|strategic cooperation forumQ|cnnQ|human rights watch	bahraniQ|bahrainiQ|bahrainis
emptywheel	2012-05-12T00:00:00	david feithQ|douglas feithQ|h.r. mcmasterQ|feithQ|doug feithQ|tommy franksQ|lyndon johnson	pentagonQ|east asiaQ|afghanistanQ|pacificQ|southeast asiaQ|vietnamQ|tal afarQ|iraqQ|middle east	dereliction of dutyQ|battleQ|armored cavalry regimentQ|georgetown lawQ|revisionist zionist'Q|wall street journal	afghanisQ|gulf warQ|afghanQ|vietnam-era
emptywheel	2012-05-11T00:00:00	tim shorrockQ|delex systemsQ|arkinQ|fedsysQ|william arkin	iraq	parsonsQ|saicQ|obama administrationQ|celestarQ|general dynamics information technologyQ|northrop grummanQ|dataQ|baeQ|diaQ|bae systemsQ|duer advanced technology & aerospaceQ|prosync technology groupQ|deferred prosecution agreementsQ|parsons corporationQ|lockheed martinQ|defense intelligence agency	saudis
emptywheel	2012-05-11T00:00:00	circuit opinionQ|adnan farhan abdQ|latif'sQ|ben wittesQ|ibrahim al-alawiQ|janice rogers brownQ|latifQ|tatelQ|did tatelQ|rogers brownQ|cert petitionQ|david tatelQ|ibrahim balawiQ|latif replyQ|judge brown	abu khaludQ|gitmo	district courtQ|talibanQ|district court opinion	qaedaQ|reportQ|tatel's
emptywheel	2012-05-10T00:00:00	abu zubaydahQ|guantanamo bayQ|mohammed al-qahtani	united states naval stationQ|gitmoQ|cuba	task forceQ|executive orderQ|obama's executive orderQ|defenseQ|authorization for use of military forceQ|prbQ|public lawQ|defense authorization	reference
emptywheel	2012-05-10T00:00:00	prince khalidQ|sultanQ|prince khaledQ|mustafa alaniQ|ambassador smithQ|hillary rodham clintonQ|hosni mubarakQ|alani	bahrainQ|yemenQ|egyptQ|saudi arabia	''Q|usgQ|nytQ|�_Q|wikileaksQ|federal bureau of investigationQ|gulf research centerQ|internal state department	predatorQ|saudisQ|saudiQ|westernQ|yemeni
emptywheel	2012-05-10T00:00:00	vladQ|vladimir putinQ|dmitri mevedevQ|putinQ|barack obama	europeQ|afghanistanQ|chicagoQ|kremlinQ|camp david	group of eightQ|kgbQ|nato	european
emptywheel	2012-05-10T00:00:00	haqqani networkQ|adrian bradshawQ|dianne feinsteinQ|feinsteinQ|hamid karzaiQ|bradshawQ|rogersQ|mike rogers	kabulQ|afghanistan	talibanQ|taliban'sQ|reutersQ|international security assistance forceQ|afghanistan ngo safety officeQ|ansoQ|armed opposition groupsQ|cnnQ|nato	britishQ|afghanQ|nato-led
emptywheel	2012-05-09T00:00:00	amanoQ|david albrightQ|jahnQ|george jahnQ|yukiya amanoQ|albrightQ|gareth porter	iranQ|parchinQ|agency	google mapsQ|institute for science and international securityQ|apQ|iaea	iranians
emptywheel	2012-05-09T00:00:00	paul colfordQ|peter kingQ|adam goldmanQ|john brennanQ|brennanQ|ray kellyQ|kingQ|matt apuzzo	arabian peninsulaQ|yemenQ|united arab emiratesQ|saudi arabia	abcQ|al qaedaQ|apQ|abc newsQ|ciaQ|associated pressQ|nypd'sQ|cnn.Q|executive branchQ|administrationQ|cnn	qaedaQ|saudisQ|saudi
emptywheel	2012-05-09T00:00:00	greg millerQ|robert muellerQ|millerQ|fahd al-quso	arabian peninsulaQ|pakistanQ|quanticoQ|yemen	fbiQ|undiebombQ|jsocQ|aqapQ|apQ|ciaQ|wsjQ|nytQ|administration'sQ|al-qaedaQ|administrationQ|national security councilQ|f.b.i.	saudisQ|saudiQ|yemeni
emptywheel	2012-05-08T00:00:00	ibrahim al-asiriQ|prince mohammedQ|abdullah	yemenQ|saudi arabia	jabirQ|aqapQ|nayefQ|abc newsQ|ciaQ|have republicansQ|gitmo	yemenisQ|qaedaQ|saudisQ|britishQ|saudiQ|yemeni
emptywheel	2012-05-08T00:00:00	third positionistQ|patricia faellaQ|mark mcgowanQ|marcus faellaQ|diane stevensQ|osceola countyQ|paul jacksonQ|lawson lamarQ|kent mclellanQ|jennifer mcgowan	central floridaQ|floridaQ|jews	osceola county jailQ|fbi joint terrorism task forceQ|miami heraldQ|american frontQ|apQ|southern poverty law centerQ|splc's	anti-semitic
emptywheel	2012-05-07T00:00:00	oppenheimersQ| orwellsQ|stephen preston	pakistanQ|yemen	article iiQ|titleQ|authorization for use of military forceQ|googleQ|drunken predatorQ|galactic empireQ|dpQ|gloves come off' memorandum of notificationQ|al-qaedaQ|aumf	nsaQ|imperial
emptywheel	2012-05-07T00:00:00	oliver northQ|otto p��rez molinaQ|joseph d. kernan	south americaQ|latin americaQ|afghanistanQ|guatemalaQ|centralQ|central americaQ|iraqQ|honduras	forward operating basesQ|special forcesQ|southern commandQ|nytQ|no.	central americanQ|cold war
emptywheel	2012-05-07T00:00:00	chuck anklamQ|khari badarQ|marjaQ|aston carterQ|stanley mcchrystalQ|john mccainQ|anklamQ|barack obama	helmand provinceQ|kandaharQ|marjahQ|afghanistanQ|marinesQ|fla.Q|fort lauderdaleQ|baghdad	talibanQ|defense departmentQ|taliban'sQ|deputy defense secretary	marineQ|afghan
emptywheel	2012-05-05T00:00:00	andrew cohenQ|rachel alexandraQ|mary'Q|maryQ|rosalind	kentucky	derby trash talksQ|cbs newsQ|eblouissanteQ|trash talkQ|the atlanticQ|derby	emptywheelQ|continueQ|zenyattaQ|kentucky derby
emptywheel	2012-05-04T00:00:00	jonathan hafetzQ|hope v. pelzerQ|padillaQ|marcyQ|��_ wheelerQ|jonathanQ|vladeckQ|steve vladeckQ|jose padillaQ|hafetzQ|jay bybeeQ|john yoo	balkinization	torture was tortureQ|colleagues say olc lawyers couldnQ|ninth circuitQ|justice stevensQ|padilla / lebron v. rumsfeldQ|cidt	circuit
emptywheel	2012-05-03T00:00:00	chenQ|chen guangchengQ|hillary rodham clintonQ|lockeQ|gary locke	pacificQ|beijingQ|chen'sQ|chaoyang hospitalQ|china	washington postQ|wrong with this pictureQ|washington post continueQ|the washington postQ|us embassyQ|us ambassadorQ|highlights magazine	chinese
emptywheel	2012-05-02T00:00:00	padillaQ|jose padillaQ|gonzalesQ|bybeeQ|yooQ|jay bybeeQ|judge jay bybeeQ|john yoo	persons capturedQ|afghanistan	olcQ|taliban detaineesQ|ciaQ|ashcroft v. al kiddQ|u.s. armed forcesQ|haynesQ|application of treaties and lawsQ|circuitQ|potential legal constraints applicable	qaeda
emptywheel	2012-05-02T00:00:00	henry kennedyQ|adnan farhan abdQ|janice rogers brownQ|ibrahimQ|latifQ|latif'sQ|v. obamaQ|judge kennedyQ|rogers brownQ|david tatelQ|judge rogers brownQ|d.c. cir.	afghanistanQ|yemen	talibanQ|report'sQ|ministry of defenseQ|rogers brown's wizardQ|army field manualQ|ministry of public health	jordanianQ|pakistaniQ|reportQ|yemeni
emptywheel	2012-05-02T00:00:00	ryan crockerQ|hamid karzaiQ|osama bin laden	karzaiQ|pakistanQ|bagramQ|kabulQ|afghanistan	strategic partnership agreementQ|talibanQ|green villageQ|taliban's	afghan
emptywheel	2012-05-01T00:00:00	janice rogers brownQ|latifQ|abu bakrQ|ibrahim al-Q|adnan farhan abd al latifQ|abu hafsQ|abu hudayfaQ|abu fazlQ|ibrahim aliwee	pakistanQ|jalalabadQ|qandaharQ|kandaharQ|kabulQ|quettaQ|karachiQ|afghanistanQ|bahrainQ|ibbQ|united arab emiratesQ|abu khulud	talibanQ|taqi allahQ|latif's gitmoQ|uaeQ|gitmoQ|northern allianceQ|af	alawiQ|pakistaniQ|afghanQ|ciaQ|saudiQ|arabsQ|kuwaiti
emptywheel	2012-05-01T00:00:00	jamie graybealQ|burnsQ|graybealQ|robert burns	kabulQ|trustQ|afghanistanQ|isaf	cultural incompatibility'Q|apQ|associated pressQ|nato	afghan
emptywheel	2012-05-01T00:00:00	david chaneyQ|greg stokes	annapolisQ|cartagenaQ|virginia	loudoun county sheriff's officeQ|secret service guidelinesQ|associated pressQ|secret service	ap
emptywheel	2012-04-30T00:00:00	marc grossmanQ|akramQ|sheikh waqas akramQ|grossman	pakistanQ|islamabadQ|north waziristan	washington postQ|csfQ|timesQ|us specialQ|ciaQ|new york timesQ|coalition support fundQ|state for human resource developmentQ|nato	pakistaniQ|uzbek
emptywheel	2012-04-28T00:00:00	ignatiusQ|ali abdullah salehQ|david ignatiusQ|hosni mubarakQ|osama bin laden	arabQ|yemenQ|egypt	muslim brotherhoodQ|oblQ|ciaQ|ladenism	saudisQ|islamicQ|al-qaedaQ|administrationQ|west
emptywheel	2012-04-27T00:00:00	mitt romneyQ|hard measuresQ|dianne feinsteinQ|jose rodriguezQ|dana priestQ|barack obama	iraq	ibn sheikh al-libiQ|senate intelligence committee democratsQ|senate intelligence committeeQ|cia	general electionQ|ssci
emptywheel	2012-04-27T00:00:00	abdul hamidQ|martin dempseyQ|hamidQ|martinQ|sher mohammad ] karimiQ|dempsey	kandaharQ|shah wali kotQ|kabulQ|camp moreheadQ|afghanistan	special forces training centerQ|talibanQ|reutersQ|joint chiefs chairQ|american forces press serviceQ|nato	afghan
emptywheel	2012-04-26T00:00:00	jasserQ|wolinQ|ibrahim al assafQ|neal wolin	yemenQ|euroQ|eurosQ|chinaQ|saudi arabia	imfQ|saudi monetary agency governor muhammad al jasserQ|currency warsQ|world bank	europeanQ|saudiQ|chinese
emptywheel	2012-04-25T00:00:00	karzaiQ|hamid karaziQ|rashid dostumQ|hamid karzaiQ|rohrabacherQ|dana rohrabacherQ|osama bin laden	afghanistanQ|berlinQ|dostum	talibanQ|freedom fightersQ|human rightsQ|physiciansQ| national front leadersQ|physicians for human rightsQ|all stars	osamaQ|reaganQ|soviets
emptywheel	2012-04-24T00:00:00	assadQ|elieQ|elie wieselQ|c��te divoire	libyaQ|iranQ|holocaust museumQ|darfurQ|bosniaQ|rwandaQ|israelQ|syriaQ|cambodia	lords resistance armyQ|grahvityQ|grave humanQ|holocaust numberQ|via information technologyQ|the treasury departmentQ|natoQ|atrocities prevention board	jewishQ|museumQ|holocaust
emptywheel	2012-04-24T00:00:00	abdulrahman [Q|bruce ackermanQ|samir ] khanQ|shaneQ|savageQ|anwar ] al-awlakiQ|shane'sQ|robert chesneyQ|anwar al-awlaki	pakistanQ|iranQ|gazaQ|latin americaQ|iraq	talibanQ|executive branchQ|al-qaedaQ|beitullah mehsud'Q|aumfQ|office of legal counselQ|department of justiceQ|aqapQ| governmentQ|acluQ|foiaQ|central intelligence agencyQ|gloves come off monQ|information act	pakistani taliban'
emptywheel	2012-04-24T00:00:00	karzaiQ|louie gohmertQ|hillary clintonQ|loretta sanchezQ|gohmertQ|hamid karzaiQ|rohrabacherQ|dana rohrabacherQ|mother jonesQ|steve king	pakistanQ|iranQ|kabulQ|dubaiQ|afghanistanQ|balochistanQ|berlin	ξ politicoQ|northern allianceQ|bbc	congressionalQ|politico
emptywheel	2012-04-23T00:00:00	holderQ|andrew marchQ|ben wittesQ|david coleQ|coleQ|peter marguliesQ|osama bin ladenQ|al-tibyan publicationsQ|mehanna	webQ|turkey	first amendmentQ|kurdistan workers partyQ|justice robertsQ|humanitarian law project v. holderQ|united nationsQ|humanitarian law projectQ|al-qaedaQ|tarek mehannaQ|supreme court	qaedaQ|hutareeQ|turkish
emptywheel	2012-04-23T00:00:00	charlie savageQ|jonesQ|julian assangeQ|terry jonesQ|donald rumsfeldQ|micah zenkoQ|jack goldsmithQ|jose padillaQ|evgeny morozovQ|steven aftergood	libyaQ|iranQ|ukQ|europeQ|israelQ|syria	euQ|clandestine serviceQ|moammar qaddafiQ|dod	anti-muslimQ|quranQ|islamicQ|guardianQ|third warQ|western european
emptywheel	2012-04-23T00:00:00	joe liebermanQ|osamaQ|bradley manningQ|hajizadehQ|lady gagaQ|stingerQ|assad	pakistanQ|iranQ|russiaQ|nevadaQ|afghanistanQ|californiaQ|china	bluster'Q|bin ladenQ|oblQ|fars	iraniansQ|africanQ|saudisQ|iranianQ|sentinelQ|saudi
emptywheel	2012-04-23T00:00:00	yonas fikreQ|nick baumannQ|fikre	libyaQ|sudanQ|britain	ibn sheikh al-libiQ|fbiQ|ciaQ|fikre's	libyanQ|britishQ|imamQ|telegraphQ|libyans
emptywheel	2012-04-21T00:00:00	congressional inquiryQ|qaedaQ|dick cheneyQ|charlie savageQ|bob woodwardQ|woodwardQ|george tenetQ|cofer blackQ|tenetQ|ronald reagan	jordanQ|afghanistanQ|algeriaQ|egyptQ|war	 gloves come offQ|gloves come offQ|gang of eightQ|ciaQ|monQ|members of congressQ|memorandum of notificationQ|acluQ|monsQ|gangQ|the presidentQ|national security act	arab
emptywheel	2012-04-20T00:00:00	james l. jonesQ|hellersteinQ|wendy hiltonQ|jonesQ|jim jonesQ|honorQ|george bushQ|judge alvin hellerstein	fall	national security and national security advisorQ|ausa sean laneQ|national securityQ|cia associate information review officeQ|national security advisorQ|ciaQ|memorandum of notificationQ|security advisor	administrationQ|intelligence
